,PP_SA_min_eigenvalue,PP_SA_eigenval_prob,PP_SA_yi,PP_SA_xij,PP_SA_runtime,PP_SA_assignment,PP_SA_real_weights_sum,PP_SA_placed_weights_sum,PP_SA_used_items,PP_SA_feasible,PP_SA_reason,PP_SA_penalties_dict_A,PP_SA_penalties_dict_B
15,4.500000,0.001000,[],"['9', '1', '4', '8', '3', '5', '2', '6']",6734.765291,"[('1', 12), ('2', 13), ('3', 6), ('4', 8), ('5', 17), ('6', 15), ('8', 8), ('9', 11)]",71,90,"[0, 2, 8, 9, 4, 6, 3, 8, 1, 3, 7, 4, 9]",False,"['yi:0 != xij:8; ', 'real_weights_sum:71 != placed_weights_sum:90; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,10.000000
16,0.300000,0.001000,[],[],990.236521,[],19,0,[],False,['real_weights_sum:19 != placed_weights_sum:0; '],0.100000,10.000000
17,0.600000,0.001000,[],"['2', '1']",1463.400841,"[('1', 5), ('2', 9)]",23,14,"[3, 1]",False,"['yi:0 != xij:2; ', 'real_weights_sum:23 != placed_weights_sum:14; ']",0.100000,10.000000
18,1.000000,0.001000,[],"['2', '4', '0', '1']",1956.762791,"[('0', 6), ('1', 8), ('2', 5), ('4', 5)]",30,24,"[1, 4, 2, 0]",False,"['yi:0 != xij:4; ', 'real_weights_sum:30 != placed_weights_sum:24; ']",0.100000,10.000000
19,1.900000,0.001000,[],"['4', '3', '2']",2459.568262,"[('2', 15), ('3', 9), ('4', 14)]",42,38,"[1, 2, 1, 0, 5]",False,"['yi:0 != xij:3; ', 'real_weights_sum:42 != placed_weights_sum:38; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,10.000000
20,1.800000,0.001000,[],"['1', '4', '2', '3', '0', '6']",4535.478115,"[('0', 9), ('1', 9), ('2', 10), ('3', 9), ('4', 5), ('6', 7)]",44,49,"[1, 0, 4, 6, 2, 5, 4, 3]",False,"['yi:0 != xij:6; ', 'real_weights_sum:44 != placed_weights_sum:49; ', 'Some items are used multiple times.']",0.100000,10.000000
21,2.800000,0.001000,[],"['1', '4', '2', '3', '0', '5']",3885.298491,"[('0', 6), ('1', 10), ('2', 11), ('3', 8), ('4', 12), ('5', 15)]",52,62,"[3, 5, 7, 2, 3, 4, 0, 5, 1, 6]",False,"['yi:0 != xij:6; ', 'real_weights_sum:52 != placed_weights_sum:62; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,10.000000
22,3.700000,0.001000,[],"['1', '4', '3', '5', '0', '6', '7']",4561.927080,"[('0', 5), ('1', 9), ('3', 20), ('4', 17), ('5', 8), ('6', 8), ('7', 8)]",64,75,"[2, 3, 4, 5, 6, 3, 4, 7, 7, 1]",False,"['yi:0 != xij:7; ', 'real_weights_sum:64 != placed_weights_sum:75; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,10.000000
23,3.100000,0.001000,[],"['9', '8', '4', '2', '0', '5', '6']",7227.246761,"[('0', 16), ('2', 11), ('4', 11), ('5', 6), ('6', 9), ('8', 11), ('9', 4)]",51,68,"[1, 3, 6, 0, 8, 5, 9, 6, 4, 7, 5, 9, 2]",False,"['yi:0 != xij:7; ', 'real_weights_sum:51 != placed_weights_sum:68; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,10.000000
24,0.300000,0.003000,[],[],1021.750927,[],17,0,[],False,['real_weights_sum:17 != placed_weights_sum:0; '],0.100000,10.000000
25,0.600000,0.001000,[],['2'],1443.176985,"[('2', 8)]",25,8,[0],False,"['yi:0 != xij:1; ', 'real_weights_sum:25 != placed_weights_sum:8; ']",0.100000,10.000000
26,0.800000,0.001000,[],"['3', '0']",1974.918604,"[('0', 7), ('3', 8)]",32,15,"[3, 2]",False,"['yi:0 != xij:2; ', 'real_weights_sum:32 != placed_weights_sum:15; ']",0.100000,10.000000
27,1.700000,0.001000,[],"['4', '2', '3', '0', '5']",2438.246965,"[('0', 8), ('2', 6), ('3', 9), ('4', 8), ('5', 6)]",46,37,"[1, 0, 4, 2, 5]",False,"['yi:0 != xij:5; ', 'real_weights_sum:46 != placed_weights_sum:37; ']",0.100000,10.000000
28,1.600000,0.001000,[],"['4', '6', '1']",4599.092484,"[('1', 8), ('4', 8), ('6', 18)]",40,34,"[4, 4, 0, 3, 5]",False,"['yi:0 != xij:3; ', 'real_weights_sum:40 != placed_weights_sum:34; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,10.000000
29,2.800000,0.001000,[],"['1', '4', '2', '3', '0', '5', '6']",3808.511972,"[('0', 7), ('1', 5), ('2', 8), ('3', 7), ('4', 8), ('5', 17), ('6', 8)]",57,60,"[2, 6, 7, 0, 7, 1, 4, 3]",False,"['yi:0 != xij:7; ', 'real_weights_sum:57 != placed_weights_sum:60; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,10.000000
30,2.800000,0.001000,[],"['1', '8', '3', '5', '0', '6', '7']",4859.337091,"[('0', 8), ('1', 8), ('3', 5), ('5', 9), ('6', 9), ('7', 18), ('8', 9)]",53,66,"[6, 7, 2, 6, 1, 3, 4, 0, 5, 8, 4]",False,"['yi:0 != xij:7; ', 'real_weights_sum:53 != placed_weights_sum:66; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,10.000000
31,5.600000,0.001000,[],"['9', '1', '4', '8', '2', '5', '0', '6', '7']",6557.240248,"[('0', 16), ('1', 8), ('2', 15), ('4', 9), ('5', 6), ('6', 25), ('7', 9), ('8', 20), ('9', 8)]",76,116,"[0, 2, 0, 3, 6, 9, 1, 2, 6, 9, 5, 3, 4, 7, 8]",False,"['yi:0 != xij:9; ', 'real_weights_sum:76 != placed_weights_sum:116; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,10.000000
32,0.400000,0.001000,[],['2'],1021.857977,"[('2', 5)]",18,5,[0],False,"['yi:0 != xij:1; ', 'real_weights_sum:18 != placed_weights_sum:5; ']",0.100000,10.000000
33,0.600000,0.001000,[],"['3', '1']",1452.513933,"[('1', 8), ('3', 10)]",23,18,"[1, 0, 3]",False,"['yi:0 != xij:2; ', 'real_weights_sum:23 != placed_weights_sum:18; ']",0.100000,10.000000
34,1.000000,0.001000,[],"['2', '3', '0', '1']",1987.818956,"[('0', 4), ('1', 8), ('2', 10), ('3', 9)]",31,31,"[4, 3, 0, 2, 1]",False,['yi:0 != xij:4; '],0.100000,10.000000
35,1.600000,0.001000,[],"['4', '2', '3', '0', '5']",2521.385670,"[('0', 6), ('2', 4), ('3', 5), ('4', 9), ('5', 9)]",40,33,"[5, 0, 1, 3, 3]",False,"['yi:0 != xij:5; ', 'real_weights_sum:40 != placed_weights_sum:33; ', 'Some items are used multiple times.']",0.100000,10.000000
36,2.500000,0.001000,[],"['1', '4', '2', '3', '0', '5', '6']",4416.036606,"[('0', 6), ('1', 17), ('2', 8), ('3', 9), ('4', 9), ('5', 8), ('6', 8)]",52,65,"[1, 2, 5, 2, 4, 4, 6, 0]",False,"['yi:0 != xij:7; ', 'real_weights_sum:52 != placed_weights_sum:65; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,10.000000
37,2.600000,0.001000,[],"['1', '4', '3', '5', '2', '7']",5213.398695,"[('1', 9), ('2', 8), ('3', 9), ('4', 8), ('5', 15), ('7', 9)]",53,58,"[1, 4, 5, 5, 7, 0, 2, 3, 1]",False,"['yi:0 != xij:6; ', 'real_weights_sum:53 != placed_weights_sum:58; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,10.000000
38,3.800000,0.001000,[],"['1', '4', '8', '3', '5', '2', '6', '7']",4694.675684,"[('1', 9), ('2', 9), ('3', 9), ('4', 5), ('5', 8), ('6', 15), ('7', 9), ('8', 7)]",62,71,"[1, 7, 2, 0, 3, 1, 4, 0, 6, 5]",False,"['yi:0 != xij:8; ', 'real_weights_sum:62 != placed_weights_sum:71; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,10.000000
39,4.100000,0.001000,[],"['9', '1', '4', '3', '5', '2', '6']",6810.477257,"[('1', 17), ('2', 11), ('3', 8), ('4', 5), ('5', 15), ('6', 5), ('9', 15)]",65,76,"[5, 7, 8, 3, 4, 9, 1, 0, 6, 1, 4, 9]",False,"['yi:0 != xij:7; ', 'real_weights_sum:65 != placed_weights_sum:76; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,10.000000
0,0.320000,0.001000,"['2', '0']","['2', '0']",863.680363,"[('0', 10), ('2', 8)]",18,18,"[0, 2, 1]",True,[],0.300000,0.010000
1,0.330000,0.001000,"['3', '0', '1']","['3', '0', '1']",1210.094452,"[('0', 9), ('1', 7), ('3', 7)]",23,23,"[1, 2, 3, 0]",True,[],0.300000,0.010000
2,1.240000,0.001000,"['4', '3', '2', '1']","['4', '3', '2', '1']",1590.191364,"[('1', 9), ('2', 11), ('3', 11), ('4', 9)]",31,40,"[4, 0, 3, 1, 2, 4]",False,"['real_weights_sum:31 != placed_weights_sum:40; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.300000,0.010000
3,1.260000,0.001000,"['1', '4', '2', '3', '0', '5']","['1', '4', '2', '3', '0', '5']",2105.039835,"[('0', 9), ('1', 5), ('2', 6), ('3', 8), ('4', 5), ('5', 5)]",33,38,"[1, 4, 2, 0, 5, 3, 2]",False,"['real_weights_sum:33 != placed_weights_sum:38; ', 'Some items are used multiple times.']",0.300000,0.010000
4,3.360000,0.001000,"['1', '2', '3', '5', '0', '6']","['1', '2', '3', '5', '0', '6']",3511.631012,"[('0', 12), ('1', 12), ('2', 14), ('3', 8), ('5', 8), ('6', 14)]",48,68,"[1, 3, 1, 5, 2, 6, 0, 4, 0, 3]",False,"['real_weights_sum:48 != placed_weights_sum:68; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.300000,0.010000
5,2.470000,0.001000,"['4', '2', '3', '0', '5', '6', '7']","['4', '2', '3', '0', '5', '6', '7']",3513.931990,"[('0', 4), ('2', 4), ('3', 16), ('4', 10), ('5', 5), ('6', 9), ('7', 5)]",38,53,"[0, 0, 2, 5, 6, 2, 7, 1, 1, 3, 4]",False,"['real_weights_sum:38 != placed_weights_sum:53; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.300000,0.010000
6,3.980000,0.001000,"['1', '4', '8', '2', '3', '0', '6', '7']","['1', '4', '8', '2', '3', '0', '6', '7']",3733.801365,"[('0', 7), ('1', 12), ('2', 10), ('3', 8), ('4', 8), ('6', 15), ('7', 11), ('8', 8)]",52,79,"[0, 0, 7, 1, 7, 3, 5, 2, 2, 4, 0, 8, 6]",False,"['real_weights_sum:52 != placed_weights_sum:79; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.300000,0.010000
7,5.800000,0.001000,"['9', '1', '4', '8', '2', '3', '0', '5', '6', '7']","['9', '1', '4', '8', '2', '3', '0', '5', '6', '7']",4705.311060,"[('0', 9), ('1', 12), ('2', 9), ('3', 7), ('4', 14), ('5', 7), ('6', 9), ('7', 11), ('8', 9), ('9', 14)]",65,101,"[4, 1, 2, 5, 1, 0, 4, 3, 7, 0, 8, 7, 6, 8, 9]",False,"['real_weights_sum:65 != placed_weights_sum:101; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.300000,0.010000
8,0.320000,0.001000,"['0', '1']","['0', '1']",1306.021690,"[('0', 8), ('1', 11)]",19,19,"[1, 0, 2]",False,['Some bins are overfilled; '],0.300000,0.010000
9,0.620000,0.002000,"['3', '1']","['3', '1']",1511.796951,"[('1', 13), ('3', 12)]",25,25,"[2, 3, 0, 1]",False,['Some bins are overfilled; '],0.300000,0.010000
10,1.240000,0.001000,"['2', '3', '0', '1']","['2', '3', '0', '1']",1593.148947,"[('0', 5), ('1', 8), ('2', 9), ('3', 11)]",33,33,"[1, 0, 4, 2, 3]",False,['Some bins are overfilled; '],0.300000,0.010000
11,2.450000,0.001000,"['1', '2', '3', '5', '0']","['1', '2', '3', '5', '0']",1948.731184,"[('0', 11), ('1', 8), ('2', 8), ('3', 8), ('5', 23)]",43,58,"[4, 5, 1, 0, 3, 0, 2, 4]",False,"['real_weights_sum:43 != placed_weights_sum:58; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.300000,0.010000
12,3.070000,0.001000,"['1', '4', '2', '3', '0', '5', '6']","['1', '4', '2', '3', '0', '5', '6']",2419.889212,"[('0', 5), ('1', 6), ('2', 13), ('3', 8), ('4', 12), ('5', 9), ('6', 9)]",50,62,"[4, 1, 2, 3, 6, 2, 4, 5, 5]",False,"['real_weights_sum:50 != placed_weights_sum:62; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.300000,0.010000
13,3.980000,0.001000,"['1', '4', '2', '3', '0', '5', '6', '7']","['1', '4', '2', '3', '0', '5', '6', '7']",3053.132534,"[('0', 5), ('1', 13), ('2', 7), ('3', 6), ('4', 13), ('5', 17), ('6', 8), ('7', 6)]",49,75,"[6, 3, 5, 0, 1, 1, 3, 2, 6, 7, 2, 4]",False,"['real_weights_sum:49 != placed_weights_sum:75; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.300000,0.010000
14,5.480000,0.001000,"['1', '4', '8', '3', '5', '0', '6', '7']","['1', '4', '8', '3', '5', '0', '6', '7']",4902.433395,"[('0', 11), ('1', 21), ('3', 9), ('4', 7), ('5', 16), ('6', 12), ('7', 7), ('8', 8)]",61,91,"[2, 6, 0, 1, 5, 3, 0, 4, 8, 7, 8, 6, 8]",False,"['real_weights_sum:61 != placed_weights_sum:91; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.300000,0.010000
15,7.590000,0.001000,"['9', '8', '4', '2', '3', '0', '5', '6', '7']","['9', '8', '4', '2', '3', '0', '5', '6', '7']",4062.149525,"[('0', 8), ('2', 8), ('3', 9), ('4', 17), ('5', 20), ('6', 9), ('7', 14), ('8', 12), ('9', 18)]",71,115,"[8, 0, 3, 0, 5, 1, 4, 8, 5, 3, 9, 2, 7, 1, 2, 6]",False,"['real_weights_sum:71 != placed_weights_sum:115; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.300000,0.010000
16,0.320000,0.001000,"['0', '1']","['0', '1']",828.465462,"[('0', 8), ('1', 11)]",19,19,"[1, 0, 2]",False,['Some bins are overfilled; '],0.300000,0.010000
17,0.330000,0.001000,"['3', '0', '1']","['3', '0', '1']",1193.912506,"[('0', 9), ('1', 5), ('3', 9)]",23,23,"[0, 2, 3, 1]",True,[],0.300000,0.010000
18,0.640000,0.001000,"['4', '3', '2', '1']","['4', '3', '2', '1']",1588.149071,"[('1', 5), ('2', 5), ('3', 6), ('4', 8)]",30,24,"[0, 2, 3, 4]",False,['real_weights_sum:30 != placed_weights_sum:24; '],0.300000,0.010000
19,2.460000,0.001000,"['1', '4', '2', '3', '0', '5']","['1', '4', '2', '3', '0', '5']",2384.556770,"[('0', 5), ('1', 12), ('2', 8), ('3', 9), ('4', 14), ('5', 8)]",42,56,"[3, 0, 2, 4, 1, 0, 4, 5]",False,"['real_weights_sum:42 != placed_weights_sum:56; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.300000,0.010000
20,2.470000,0.001000,"['1', '4', '2', '3', '0', '5', '6']","['1', '4', '2', '3', '0', '5', '6']",3434.653997,"[('0', 16), ('1', 9), ('2', 16), ('3', 5), ('4', 10), ('5', 9), ('6', 4)]",44,69,"[2, 3, 4, 0, 1, 3, 6, 4, 5, 1, 2]",False,"['real_weights_sum:44 != placed_weights_sum:69; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.300000,0.010000
21,3.680000,0.001000,"['1', '4', '2', '3', '0', '5', '6', '7']","['1', '4', '2', '3', '0', '5', '6', '7']",3009.817123,"[('0', 9), ('1', 8), ('2', 8), ('3', 8), ('4', 7), ('5', 14), ('6', 14), ('7', 14)]",52,82,"[2, 5, 1, 4, 1, 6, 3, 4, 0, 3, 0, 7]",False,"['real_weights_sum:52 != placed_weights_sum:82; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.300000,0.010000
22,4.890000,0.001000,"['1', '4', '8', '2', '3', '0', '5', '6', '7']","['1', '4', '8', '2', '3', '0', '5', '6', '7']",3478.111982,"[('0', 15), ('1', 18), ('2', 5), ('3', 14), ('4', 8), ('5', 9), ('6', 13), ('7', 14), ('8', 12)]",64,108,"[4, 6, 0, 3, 8, 3, 8, 7, 0, 1, 2, 3, 5, 5, 6]",False,"['real_weights_sum:64 != placed_weights_sum:108; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.300000,0.010000
23,4.880000,0.001000,"['9', '1', '4', '8', '3', '5', '0', '6']","['9', '1', '4', '8', '3', '5', '0', '6']",5823.974609,"[('0', 8), ('1', 20), ('3', 9), ('4', 8), ('5', 6), ('6', 11), ('8', 9), ('9', 12)]",51,83,"[1, 4, 2, 3, 8, 9, 7, 9, 1, 2, 3, 6, 7, 0, 4, 0, 5]",False,"['real_weights_sum:51 != placed_weights_sum:83; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.300000,0.010000
24,0.310000,0.002000,['1'],['1'],896.379232,"[('1', 17)]",17,17,"[0, 1, 2]",False,['Some bins are overfilled; '],0.300000,0.010000
25,0.330000,0.001000,"['3', '2', '1']","['3', '2', '1']",1178.861856,"[('1', 8), ('2', 12), ('3', 5)]",25,25,"[0, 1, 2, 3]",False,['Some bins are overfilled; '],0.300000,0.010000
26,1.240000,0.001000,"['2', '3', '4', '0']","['2', '3', '4', '0']",1563.802481,"[('0', 8), ('2', 19), ('3', 7), ('4', 6)]",32,40,"[2, 1, 2, 4, 3, 0]",False,"['real_weights_sum:32 != placed_weights_sum:40; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.300000,0.010000
27,1.250000,0.001000,"['1', '2', '3', '5', '0']","['1', '2', '3', '5', '0']",1903.514385,"[('0', 9), ('1', 9), ('2', 6), ('3', 8), ('5', 14)]",46,46,"[3, 4, 0, 2, 1, 5]",False,['Some bins are overfilled; '],0.300000,0.010000
28,2.460000,0.001000,"['4', '2', '3', '0', '5', '6']","['4', '2', '3', '0', '5', '6']",2584.903479,"[('0', 9), ('2', 8), ('3', 8), ('4', 8), ('5', 6), ('6', 9)]",40,48,"[5, 2, 3, 4, 1, 2, 6, 0, 1]",False,"['real_weights_sum:40 != placed_weights_sum:48; ', 'Some items are used multiple times.']",0.300000,0.010000
29,3.970000,0.001000,"['1', '2', '3', '5', '0', '6', '7']","['1', '2', '3', '5', '0', '6', '7']",3485.980749,"[('0', 13), ('1', 8), ('2', 7), ('3', 7), ('5', 10), ('6', 16), ('7', 15)]",57,76,"[4, 5, 3, 2, 0, 5, 6, 4, 7, 0, 7]",False,"['real_weights_sum:57 != placed_weights_sum:76; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.300000,0.010000
30,4.260000,0.001000,"['1', '3', '5', '2', '6', '7']","['1', '3', '5', '2', '6', '7']",4447.784901,"[('1', 8), ('2', 18), ('3', 12), ('5', 10), ('6', 14), ('7', 14)]",53,76,"[2, 7, 2, 3, 5, 0, 6, 1, 8, 4, 8, 3, 5]",False,"['real_weights_sum:53 != placed_weights_sum:76; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.300000,0.010000
31,7.900000,0.001000,"['9', '1', '4', '8', '2', '3', '0', '5', '6', '7']","['9', '1', '4', '8', '2', '3', '0', '5', '6', '7']",3912.524939,"[('0', 9), ('1', 9), ('2', 15), ('3', 8), ('4', 15), ('5', 7), ('6', 9), ('7', 22), ('8', 23), ('9', 12)]",76,129,"[9, 9, 1, 5, 6, 4, 6, 3, 5, 2, 7, 8, 0, 3, 8, 1, 7]",False,"['real_weights_sum:76 != placed_weights_sum:129; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.300000,0.010000
32,0.320000,0.002000,"['0', '1']","['0', '1']",820.107222,"[('0', 11), ('1', 7)]",18,18,"[0, 2, 1]",False,['Some bins are overfilled; '],0.300000,0.010000
33,0.330000,0.001000,"['2', '3', '0']","['2', '3', '0']",1203.562021,"[('0', 8), ('2', 9), ('3', 6)]",23,23,"[1, 2, 3, 0]",True,[],0.300000,0.010000
34,0.940000,0.001000,"['4', '3', '2', '1']","['4', '3', '2', '1']",1625.022173,"[('1', 10), ('2', 8), ('3', 13), ('4', 4)]",31,35,"[0, 2, 3, 1, 2, 4]",False,"['real_weights_sum:31 != placed_weights_sum:35; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.300000,0.010000
35,1.850000,0.001000,"['1', '4', '2', '5', '0']","['1', '4', '2', '5', '0']",3200.724125,"[('0', 8), ('1', 13), ('2', 10), ('4', 8), ('5', 13)]",40,52,"[2, 0, 3, 0, 5, 4, 1, 2]",False,"['real_weights_sum:40 != placed_weights_sum:52; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.300000,0.010000
36,3.360000,0.001000,"['1', '4', '2', '5', '0', '6']","['1', '4', '2', '5', '0', '6']",2479.711533,"[('0', 9), ('1', 17), ('2', 17), ('4', 16), ('5', 4), ('6', 14)]",52,77,"[4, 2, 4, 2, 5, 0, 6, 3, 1, 6]",False,"['real_weights_sum:52 != placed_weights_sum:77; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.300000,0.010000
37,3.670000,0.001000,"['1', '4', '2', '3', '0', '6', '7']","['1', '4', '2', '3', '0', '6', '7']",3023.663759,"[('0', 17), ('1', 9), ('2', 9), ('3', 7), ('4', 15), ('6', 20), ('7', 4)]",53,81,"[0, 1, 1, 5, 7, 2, 2, 3, 0, 4, 6, 5]",False,"['real_weights_sum:53 != placed_weights_sum:81; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.300000,0.010000
38,5.480000,0.001000,"['1', '4', '8', '2', '5', '0', '6', '7']","['1', '4', '8', '2', '5', '0', '6', '7']",3512.711048,"[('0', 18), ('1', 14), ('2', 15), ('4', 13), ('5', 5), ('6', 7), ('7', 19), ('8', 15)]",62,106,"[0, 3, 8, 0, 2, 4, 7, 1, 6, 8, 5, 2, 4, 6, 4, 7]",False,"['real_weights_sum:62 != placed_weights_sum:106; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.300000,0.010000
39,5.200000,0.001000,"['9', '1', '4', '8', '2', '3', '0', '5', '6', '7']","['9', '1', '4', '8', '2', '3', '0', '5', '6', '7']",5538.691759,"[('0', 4), ('1', 18), ('2', 15), ('3', 9), ('4', 12), ('5', 8), ('6', 10), ('7', 8), ('8', 17), ('9', 14)]",65,115,"[3, 0, 2, 4, 9, 2, 7, 9, 5, 6, 7, 5, 1, 4, 8, 0, 8]",False,"['real_weights_sum:65 != placed_weights_sum:115; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.300000,0.010000
0,0.100000,0.001000,"['2', '0']","['2', '0']",853.161335,"[('0', 10), ('2', 8)]",18,18,"[0, 2, 1]",True,[],0.300000,0.050000
1,0.750000,0.001000,"['2', '3', '0']","['2', '3', '0']",1210.209608,"[('0', 7), ('2', 7), ('3', 9)]",23,23,"[0, 3, 1, 2]",True,[],0.300000,0.050000
2,0.800000,0.001000,"['4', '3', '2', '1']","['4', '3', '2', '1']",1574.004889,"[('1', 7), ('2', 15), ('3', 7), ('4', 9)]",31,38,"[2, 0, 1, 3, 2, 4]",False,"['real_weights_sum:31 != placed_weights_sum:38; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.300000,0.050000
3,2.000000,0.001000,"['4', '3', '0', '1']","['4', '3', '0', '1']",2085.471153,"[('0', 16), ('1', 5), ('3', 13), ('4', 4)]",33,38,"[0, 2, 3, 1, 3, 5, 4]",False,"['real_weights_sum:33 != placed_weights_sum:38; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.300000,0.050000
4,2.700000,0.001000,"['1', '4', '2', '3', '0', '5']","['1', '4', '2', '3', '0', '5']",2449.035883,"[('0', 14), ('1', 6), ('2', 14), ('3', 12), ('4', 8), ('5', 8)]",48,62,"[0, 6, 3, 4, 6, 1, 5, 2, 0]",False,"['real_weights_sum:48 != placed_weights_sum:62; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.300000,0.050000
5,2.700000,0.001000,"['1', '4', '3', '5', '0', '7']","['1', '4', '3', '5', '0', '7']",4608.408928,"[('0', 13), ('1', 10), ('3', 10), ('4', 9), ('5', 4), ('7', 6)]",38,52,"[3, 4, 5, 6, 7, 0, 2, 1, 3, 7, 6]",False,"['real_weights_sum:38 != placed_weights_sum:52; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.300000,0.050000
6,4.250000,0.001000,"['1', '2', '3', '5', '0', '6', '7']","['1', '2', '3', '5', '0', '6', '7']",3758.637190,"[('0', 12), ('1', 14), ('2', 8), ('3', 18), ('5', 5), ('6', 11), ('7', 13)]",52,81,"[5, 6, 1, 7, 8, 6, 0, 3, 4, 1, 4, 8, 2, 7]",False,"['real_weights_sum:52 != placed_weights_sum:81; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.300000,0.050000
7,7.050000,0.001000,"['9', '1', '4', '8', '3', '5', '0', '6', '7']","['9', '1', '4', '8', '3', '5', '0', '6', '7']",4264.001131,"[('0', 4), ('1', 13), ('3', 9), ('4', 23), ('5', 4), ('6', 9), ('7', 26), ('8', 5), ('9', 7)]",65,100,"[6, 1, 8, 4, 2, 4, 5, 6, 5, 3, 4, 8, 9, 0, 1]",False,"['real_weights_sum:65 != placed_weights_sum:100; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.300000,0.050000
8,0.400000,0.001000,"['2', '1']","['2', '1']",828.716993,"[('1', 11), ('2', 8)]",19,19,"[0, 2, 1]",False,['Some bins are overfilled; '],0.300000,0.050000
9,0.500000,0.001000,"['2', '3', '0', '1']","['2', '3', '0', '1']",1343.589067,"[('0', 6), ('1', 9), ('2', 10), ('3', 6)]",25,31,"[0, 2, 1, 3, 0]",False,"['real_weights_sum:25 != placed_weights_sum:31; ', 'Some items are used multiple times.']",0.300000,0.050000
10,1.750000,0.001000,"['1', '4', '2', '3', '0']","['1', '4', '2', '3', '0']",2539.893866,"[('0', 8), ('1', 8), ('2', 11), ('3', 5), ('4', 9)]",33,41,"[0, 0, 2, 3, 1, 4]",False,"['real_weights_sum:33 != placed_weights_sum:41; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.300000,0.050000
11,2.650000,0.001000,"['1', '4', '2', '5', '0']","['1', '4', '2', '5', '0']",2147.651434,"[('0', 11), ('1', 8), ('2', 15), ('4', 16), ('5', 8)]",43,58,"[4, 5, 0, 3, 4, 1, 2, 0]",False,"['real_weights_sum:43 != placed_weights_sum:58; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.300000,0.050000
12,2.750000,0.001000,"['1', '4', '2', '3', '0', '5', '6']","['1', '4', '2', '3', '0', '5', '6']",2430.911541,"[('0', 9), ('1', 6), ('2', 7), ('3', 16), ('4', 9), ('5', 5), ('6', 14)]",50,66,"[0, 1, 2, 2, 5, 0, 4, 3, 6]",False,"['real_weights_sum:50 != placed_weights_sum:66; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.300000,0.050000
13,3.650000,0.001000,"['1', '4', '2', '3', '0', '5', '6']","['1', '4', '2', '3', '0', '5', '6']",3053.168535,"[('0', 12), ('1', 10), ('2', 6), ('3', 11), ('4', 6), ('5', 15), ('6', 11)]",49,71,"[0, 6, 4, 7, 1, 3, 7, 5, 2, 3, 1, 6]",False,"['real_weights_sum:49 != placed_weights_sum:71; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.300000,0.050000
