,PP_SA_min_eigenvalue,PP_SA_eigenval_prob,PP_SA_yi,PP_SA_xij,PP_SA_runtime,PP_SA_assignment,PP_SA_real_weights_sum,PP_SA_placed_weights_sum,PP_SA_used_items,PP_SA_feasible,PP_SA_reason,PP_SA_penalties_dict_A,PP_SA_penalties_dict_B
0,0.020000,0.001000,"['2', '1']","['2', '1']",1130.387545,"[('1', 8), ('2', 10)]",18,18,"[1, 0, 2]",True,[],0.100000,0.010000
1,0.220000,0.001000,"['2', '1']","['2', '1']",1588.263512,"[('1', 14), ('2', 9)]",23,23,"[0, 3, 1, 2]",False,['Some bins are overfilled; '],0.100000,0.010000
2,0.350000,0.001000,"['1', '4', '2', '3', '0']","['1', '4', '2', '3', '0']",2116.968632,"[('0', 4), ('1', 9), ('2', 8), ('3', 11), ('4', 7)]",31,39,"[0, 4, 0, 1, 1, 2, 3]",False,"['real_weights_sum:31 != placed_weights_sum:39; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.010000
3,0.340000,0.001000,"['4', '5', '2', '1']","['4', '5', '2', '1']",2754.024744,"[('1', 10), ('2', 15), ('4', 5), ('5', 8)]",33,38,"[2, 3, 0, 1, 4, 2, 5]",False,"['real_weights_sum:33 != placed_weights_sum:38; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.010000
4,1.070000,0.001000,"['1', '4', '2', '3', '0', '5', '6']","['1', '4', '2', '3', '0', '5', '6']",6323.422194,"[('0', 12), ('1', 12), ('2', 8), ('3', 14), ('4', 8), ('5', 6), ('6', 8)]",48,68,"[3, 5, 1, 3, 4, 4, 6, 0, 5, 2]",False,"['real_weights_sum:48 != placed_weights_sum:68; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.010000
5,0.870000,0.001000,"['1', '4', '2', '3', '0', '5', '7']","['1', '4', '2', '3', '0', '5', '7']",4720.457792,"[('0', 13), ('1', 8), ('2', 10), ('3', 9), ('4', 4), ('5', 5), ('7', 6)]",38,55,"[3, 4, 5, 3, 5, 2, 7, 0, 1, 0, 1, 6]",False,"['real_weights_sum:38 != placed_weights_sum:55; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.010000
6,1.570000,0.001000,"['1', '4', '2', '5', '0', '6', '7']","['1', '4', '2', '5', '0', '6', '7']",5574.226141,"[('0', 11), ('1', 18), ('2', 15), ('4', 13), ('5', 8), ('6', 12), ('7', 10)]",52,87,"[0, 3, 0, 4, 8, 4, 5, 8, 6, 7, 6, 2, 3, 1, 7]",False,"['real_weights_sum:52 != placed_weights_sum:87; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.010000
7,1.990000,0.001000,"['9', '1', '4', '8', '2', '5', '0', '6', '7']","['9', '1', '4', '8', '2', '5', '0', '6', '7']",6690.559387,"[('0', 4), ('1', 13), ('2', 9), ('4', 12), ('5', 10), ('6', 9), ('7', 16), ('8', 9), ('9', 18)]",65,100,"[9, 5, 6, 7, 0, 3, 8, 9, 2, 6, 3, 7, 5, 4, 7]",False,"['real_weights_sum:65 != placed_weights_sum:100; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.010000
8,0.110000,0.001000,['0'],['0'],1055.973291,"[('0', 19)]",19,19,"[0, 1, 2]",False,['Some bins are overfilled; '],0.100000,0.010000
9,0.220000,0.001000,"['2', '1']","['2', '1']",1550.884485,"[('1', 15), ('2', 10)]",25,25,"[0, 2, 1, 3]",False,['Some bins are overfilled; '],0.100000,0.010000
10,0.250000,0.001000,"['1', '4', '2', '3', '0']","['1', '4', '2', '3', '0']",2052.531242,"[('0', 8), ('1', 9), ('2', 4), ('3', 5), ('4', 7)]",33,33,"[0, 4, 2, 1, 3]",True,[],0.100000,0.010000
11,0.850000,0.001000,"['4', '2', '3', '0', '5']","['4', '2', '3', '0', '5']",3625.570297,"[('0', 8), ('2', 15), ('3', 11), ('4', 8), ('5', 8)]",43,50,"[0, 1, 4, 4, 5, 3, 3]",False,"['real_weights_sum:43 != placed_weights_sum:50; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.010000
12,1.070000,0.001000,"['1', '4', '2', '3', '0', '5', '6']","['1', '4', '2', '3', '0', '5', '6']",3586.155415,"[('0', 6), ('1', 16), ('2', 5), ('3', 6), ('4', 8), ('5', 7), ('6', 11)]",50,59,"[1, 0, 2, 4, 3, 6, 2, 1, 4]",False,"['real_weights_sum:50 != placed_weights_sum:59; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.010000
13,1.070000,0.001000,"['1', '4', '2', '3', '0', '5', '7']","['1', '4', '2', '3', '0', '5', '7']",4125.945807,"[('0', 6), ('1', 11), ('2', 6), ('3', 7), ('4', 10), ('5', 8), ('7', 13)]",49,61,"[4, 1, 6, 4, 3, 5, 7, 2, 1, 3]",False,"['real_weights_sum:49 != placed_weights_sum:61; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.010000
14,1.390000,0.001000,"['1', '4', '8', '2', '3', '0', '5', '6', '7']","['1', '4', '8', '2', '3', '0', '5', '6', '7']",5943.647623,"[('0', 9), ('1', 9), ('2', 4), ('3', 12), ('4', 5), ('5', 14), ('6', 15), ('7', 11), ('8', 16)]",61,95,"[1, 1, 7, 2, 8, 5, 3, 5, 0, 4, 6, 7, 3, 6]",False,"['real_weights_sum:61 != placed_weights_sum:95; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.010000
15,2.500000,0.001000,"['9', '1', '4', '8', '2', '3', '0', '5', '6', '7']","['9', '1', '4', '8', '2', '3', '0', '5', '6', '7']",5902.594566,"[('0', 16), ('1', 12), ('2', 16), ('3', 17), ('4', 13), ('5', 9), ('6', 8), ('7', 9), ('8', 13), ('9', 17)]",71,130,"[0, 6, 1, 4, 1, 2, 4, 3, 7, 2, 3, 3, 8, 5, 6, 9, 5, 7]",False,"['real_weights_sum:71 != placed_weights_sum:130; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.010000
16,0.110000,0.001000,['0'],['0'],1065.111876,"[('0', 19)]",19,19,"[0, 1, 2]",False,['Some bins are overfilled; '],0.100000,0.010000
17,0.130000,0.001000,"['3', '0', '1']","['3', '0', '1']",1561.540365,"[('0', 9), ('1', 10), ('3', 4)]",23,23,"[1, 2, 3, 0]",True,[],0.100000,0.010000
18,0.250000,0.001000,"['1', '4', '2', '3', '0']","['1', '4', '2', '3', '0']",2091.716290,"[('0', 5), ('1', 8), ('2', 5), ('3', 8), ('4', 12)]",30,38,"[2, 4, 0, 4, 1, 3]",False,"['real_weights_sum:30 != placed_weights_sum:38; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.010000
19,0.740000,0.001000,"['2', '3', '4', '0']","['2', '3', '4', '0']",3933.207035,"[('0', 14), ('2', 14), ('3', 14), ('4', 9)]",42,51,"[1, 3, 2, 5, 2, 4, 1]",False,"['real_weights_sum:42 != placed_weights_sum:51; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.010000
20,0.970000,0.001000,"['1', '4', '2', '3', '0', '5', '6']","['1', '4', '2', '3', '0', '5', '6']",3368.277550,"[('0', 14), ('1', 9), ('2', 9), ('3', 9), ('4', 5), ('5', 12), ('6', 10)]",44,68,"[0, 4, 1, 1, 0, 6, 3, 5, 5, 6]",False,"['real_weights_sum:44 != placed_weights_sum:68; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.010000
21,1.370000,0.001000,"['1', '4', '2', '5', '0', '6', '7']","['1', '4', '2', '5', '0', '6', '7']",4072.512388,"[('0', 8), ('1', 14), ('2', 12), ('4', 8), ('5', 6), ('6', 7), ('7', 8)]",52,63,"[4, 1, 3, 2, 6, 0, 7, 6, 4]",False,"['real_weights_sum:52 != placed_weights_sum:63; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.010000
22,1.990000,0.001000,"['1', '4', '8', '2', '3', '0', '5', '6', '7']","['1', '4', '8', '2', '3', '0', '5', '6', '7']",6381.793976,"[('0', 15), ('1', 8), ('2', 14), ('3', 17), ('4', 7), ('5', 5), ('6', 8), ('7', 22), ('8', 10)]",64,106,"[4, 6, 4, 0, 2, 3, 7, 6, 5, 1, 2, 3, 7, 5, 8]",False,"['real_weights_sum:64 != placed_weights_sum:106; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.010000
23,1.790000,0.001000,"['9', '8', '4', '2', '3', '0', '5', '6', '7']","['9', '8', '4', '2', '3', '0', '5', '6', '7']",6150.172710,"[('0', 11), ('2', 10), ('3', 10), ('4', 10), ('5', 6), ('6', 4), ('7', 15), ('8', 15), ('9', 9)]",51,90,"[7, 8, 4, 6, 1, 6, 3, 9, 3, 2, 4, 7, 8, 1, 2, 5, 0, 1]",False,"['real_weights_sum:51 != placed_weights_sum:90; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.010000
24,0.120000,0.001000,"['2', '1']","['2', '1']",1327.435017,"[('1', 7), ('2', 10)]",17,17,"[0, 1, 2]",True,[],0.100000,0.010000
25,0.230000,0.001000,"['3', '0', '1']","['3', '0', '1']",1753.171444,"[('0', 13), ('1', 7), ('3', 5)]",25,25,"[0, 1, 2, 3]",False,['Some bins are overfilled; '],0.100000,0.010000
26,0.540000,0.001000,"['2', '3', '4', '0']","['2', '3', '4', '0']",3274.264574,"[('0', 6), ('2', 11), ('3', 15), ('4', 10)]",32,42,"[0, 3, 4, 1, 2, 0, 4]",False,"['real_weights_sum:32 != placed_weights_sum:42; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.010000
27,0.960000,0.001000,"['1', '4', '2', '3', '0', '5']","['1', '4', '2', '3', '0', '5']",2648.180246,"[('0', 17), ('1', 14), ('2', 8), ('3', 9), ('4', 9), ('5', 14)]",46,71,"[1, 4, 0, 2, 2, 3, 3, 1, 5]",False,"['real_weights_sum:46 != placed_weights_sum:71; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.010000
28,0.650000,0.001000,"['1', '4', '5', '2', '6']","['1', '4', '5', '2', '6']",3441.614389,"[('1', 18), ('2', 5), ('4', 18), ('5', 4), ('6', 10)]",40,55,"[0, 2, 5, 0, 2, 4, 6, 3, 1, 6]",False,"['real_weights_sum:40 != placed_weights_sum:55; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.010000
29,1.580000,0.001000,"['1', '4', '2', '3', '0', '5', '6', '7']","['1', '4', '2', '3', '0', '5', '6', '7']",4005.686045,"[('0', 8), ('1', 8), ('2', 15), ('3', 16), ('4', 16), ('5', 5), ('6', 10), ('7', 8)]",57,86,"[4, 7, 2, 3, 0, 1, 3, 4, 5, 5, 6, 7]",False,"['real_weights_sum:57 != placed_weights_sum:86; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.010000
30,1.360000,0.001000,"['8', '2', '3', '0', '5', '6']","['8', '2', '3', '0', '5', '6']",6366.777182,"[('0', 13), ('2', 9), ('3', 9), ('5', 9), ('6', 19), ('8', 17)]",53,76,"[4, 6, 2, 8, 5, 7, 4, 1, 3, 8, 3, 6, 7]",False,"['real_weights_sum:53 != placed_weights_sum:76; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.010000
31,2.300000,0.001000,"['9', '1', '4', '8', '2', '3', '0', '5', '6', '7']","['9', '1', '4', '8', '2', '3', '0', '5', '6', '7']",5434.486628,"[('0', 9), ('1', 15), ('2', 17), ('3', 7), ('4', 17), ('5', 14), ('6', 14), ('7', 18), ('8', 7), ('9', 14)]",76,132,"[5, 4, 6, 8, 9, 3, 8, 9, 2, 7, 0, 1, 5, 9, 3, 6, 7]",False,"['real_weights_sum:76 != placed_weights_sum:132; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.010000
32,0.120000,0.001000,"['0', '1']","['0', '1']",1065.248966,"[('0', 13), ('1', 5)]",18,18,"[1, 2, 0]",False,['Some bins are overfilled; '],0.100000,0.010000
33,0.130000,0.001000,"['3', '2', '1']","['3', '2', '1']",2029.976845,"[('1', 14), ('2', 4), ('3', 5)]",23,23,"[0, 1, 3, 2]",False,['Some bins are overfilled; '],0.100000,0.010000
34,0.330000,0.001000,"['2', '0', '1']","['2', '0', '1']",2959.746361,"[('0', 8), ('1', 6), ('2', 13)]",31,27,"[3, 0, 1, 4]",False,"['real_weights_sum:31 != placed_weights_sum:27; ', 'Some bins are overfilled; ']",0.100000,0.010000
35,0.760000,0.001000,"['1', '4', '2', '3', '0', '5']","['1', '4', '2', '3', '0', '5']",2631.111145,"[('0', 17), ('1', 8), ('2', 11), ('3', 6), ('4', 8), ('5', 4)]",40,54,"[3, 4, 2, 1, 5, 5, 4, 0]",False,"['real_weights_sum:40 != placed_weights_sum:54; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.010000
36,1.260000,0.001000,"['1', '4', '2', '3', '0', '5']","['1', '4', '2', '3', '0', '5']",3291.365385,"[('0', 16), ('1', 9), ('2', 8), ('3', 12), ('4', 15), ('5', 17)]",52,77,"[2, 6, 4, 0, 3, 6, 1, 5, 5, 6]",False,"['real_weights_sum:52 != placed_weights_sum:77; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.010000
37,1.370000,0.001000,"['1', '4', '2', '3', '0', '6', '7']","['1', '4', '2', '3', '0', '6', '7']",4494.031191,"[('0', 8), ('1', 8), ('2', 20), ('3', 5), ('4', 16), ('6', 12), ('7', 9)]",53,78,"[6, 6, 1, 2, 4, 7, 0, 3, 3, 5, 1]",False,"['real_weights_sum:53 != placed_weights_sum:78; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.010000
38,1.870000,0.001000,"['1', '4', '8', '3', '5', '2', '7']","['1', '4', '8', '3', '5', '2', '7']",5770.064354,"[('1', 19), ('2', 13), ('3', 14), ('4', 11), ('5', 9), ('7', 5), ('8', 17)]",62,88,"[0, 7, 8, 4, 5, 0, 2, 5, 6, 7, 0, 1, 3]",False,"['real_weights_sum:62 != placed_weights_sum:88; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.010000
39,2.290000,0.001000,"['9', '8', '4', '2', '3', '0', '5', '6', '7']","['9', '8', '4', '2', '3', '0', '5', '6', '7']",5811.764717,"[('0', 9), ('2', 9), ('3', 8), ('4', 14), ('5', 15), ('6', 18), ('7', 16), ('8', 4), ('9', 11)]",65,104,"[1, 3, 2, 9, 5, 6, 4, 9, 0, 3, 8, 5, 9, 7, 6, 8]",False,"['real_weights_sum:65 != placed_weights_sum:104; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.010000
0,0.150000,0.001000,['0'],['0'],1275.367975,"[('0', 18)]",18,18,"[0, 1, 2]",False,['Some bins are overfilled; '],0.100000,0.050000
1,0.350000,0.001000,['0'],['0'],2497.459650,"[('0', 9)]",23,9,"[1, 2]",False,['real_weights_sum:23 != placed_weights_sum:9; '],0.100000,0.050000
2,0.500000,0.001000,"['4', '0']","['4', '0']",2303.723335,"[('0', 8), ('4', 11)]",31,19,"[0, 1, 0, 2]",False,"['real_weights_sum:31 != placed_weights_sum:19; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.050000
3,0.750000,0.001000,"['1', '4', '3', '5', '2']","['1', '4', '3', '5', '2']",2733.878374,"[('1', 8), ('2', 9), ('3', 11), ('4', 9), ('5', 5)]",33,42,"[5, 3, 4, 0, 1, 2, 4, 2]",False,"['real_weights_sum:33 != placed_weights_sum:42; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.050000
4,1.200000,0.001000,"['1', '4', '2', '3', '0', '5']","['1', '4', '2', '3', '0', '5']",3294.462681,"[('0', 12), ('1', 8), ('2', 8), ('3', 8), ('4', 14), ('5', 20)]",48,70,"[3, 6, 0, 4, 2, 1, 4, 0, 5, 6]",False,"['real_weights_sum:48 != placed_weights_sum:70; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.050000
5,0.700000,0.001000,"['1', '2', '3', '0', '6', '7']","['1', '2', '3', '0', '6', '7']",5638.013363,"[('0', 8), ('1', 8), ('2', 9), ('3', 6), ('6', 9), ('7', 6)]",38,46,"[5, 7, 5, 7, 0, 1, 2, 3, 4, 6]",False,"['real_weights_sum:38 != placed_weights_sum:46; ', 'Some items are used multiple times.']",0.100000,0.050000
6,1.750000,0.001000,"['1', '4', '8', '2', '3', '0', '5', '6', '7']","['1', '4', '8', '2', '3', '0', '5', '6', '7']",5098.987103,"[('0', 19), ('1', 17), ('2', 5), ('3', 5), ('4', 11), ('5', 5), ('6', 4), ('7', 8), ('8', 4)]",52,78,"[4, 6, 8, 1, 2, 3, 7, 1, 0, 3, 7, 5, 6, 8]",False,"['real_weights_sum:52 != placed_weights_sum:78; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.050000
7,1.850000,0.001000,"['9', '1', '4', '8', '2', '5', '0', '6', '7']","['9', '1', '4', '8', '2', '5', '0', '6', '7']",6329.128027,"[('0', 16), ('1', 17), ('2', 9), ('4', 9), ('5', 10), ('6', 12), ('7', 4), ('8', 14), ('9', 6)]",65,97,"[1, 5, 0, 2, 3, 5, 4, 6, 8, 1, 2, 9, 0, 7, 8]",False,"['real_weights_sum:65 != placed_weights_sum:97; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.050000
8,0.150000,0.001000,['0'],['0'],1694.610119,"[('0', 19)]",19,19,"[0, 1, 2]",False,['Some bins are overfilled; '],0.100000,0.050000
9,0.200000,0.001000,"['3', '2']","['3', '2']",1717.438698,"[('2', 16), ('3', 9)]",25,25,"[0, 1, 3, 2]",False,['Some bins are overfilled; '],0.100000,0.050000
10,0.650000,0.001000,"['4', '2', '1']","['4', '2', '1']",2082.292080,"[('1', 13), ('2', 9), ('4', 12)]",33,34,"[2, 4, 4, 1, 3]",False,"['real_weights_sum:33 != placed_weights_sum:34; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.050000
11,0.950000,0.001000,"['4', '2', '3', '0', '5']","['4', '2', '3', '0', '5']",2603.603363,"[('0', 8), ('2', 15), ('3', 8), ('4', 16), ('5', 12)]",43,59,"[1, 0, 4, 3, 0, 2, 3, 5]",False,"['real_weights_sum:43 != placed_weights_sum:59; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.050000
12,1.250000,0.001000,"['1', '4', '2', '3', '0', '5', '6']","['1', '4', '2', '3', '0', '5', '6']",3265.752792,"[('0', 7), ('1', 13), ('2', 9), ('3', 15), ('4', 9), ('5', 8), ('6', 6)]",50,67,"[2, 4, 6, 0, 0, 1, 5, 6, 3]",False,"['real_weights_sum:50 != placed_weights_sum:67; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.050000
13,1.400000,0.001000,"['1', '4', '3', '5', '2', '6']","['1', '4', '3', '5', '2', '6']",5441.957474,"[('1', 9), ('2', 13), ('3', 17), ('4', 10), ('5', 7), ('6', 7)]",49,63,"[6, 7, 0, 1, 1, 4, 6, 5, 7, 0, 3]",False,"['real_weights_sum:49 != placed_weights_sum:63; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.050000
14,2.150000,0.001000,"['1', '4', '8', '2', '3', '0', '5', '6', '7']","['1', '4', '8', '2', '3', '0', '5', '6', '7']",5078.207970,"[('0', 12), ('1', 9), ('2', 9), ('3', 16), ('4', 15), ('5', 9), ('6', 8), ('7', 5), ('8', 9)]",61,92,"[2, 4, 1, 1, 0, 3, 0, 4, 5, 7, 8, 5, 3]",False,"['real_weights_sum:61 != placed_weights_sum:92; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.050000
15,2.900000,0.001000,"['9', '1', '4', '8', '2', '3', '0', '5', '6', '7']","['9', '1', '4', '8', '2', '3', '0', '5', '6', '7']",8098.651648,"[('0', 17), ('1', 8), ('2', 8), ('3', 11), ('4', 17), ('5', 14), ('6', 16), ('7', 9), ('8', 10), ('9', 18)]",71,128,"[5, 7, 7, 0, 4, 9, 3, 8, 4, 7, 6, 8, 2, 9, 1, 2, 3, 5]",False,"['real_weights_sum:71 != placed_weights_sum:128; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.050000
16,0.150000,0.001000,['0'],['0'],1060.081482,"[('0', 19)]",19,19,"[0, 1, 2]",False,['Some bins are overfilled; '],0.100000,0.050000
17,0.350000,0.001000,"['3', '0', '1']","['3', '0', '1']",1553.058624,"[('0', 9), ('1', 9), ('3', 10)]",23,28,"[1, 0, 2, 2, 3]",False,"['real_weights_sum:23 != placed_weights_sum:28; ', 'Some items are used multiple times.']",0.100000,0.050000
18,0.700000,0.001000,"['2', '3', '0', '1']","['2', '3', '0', '1']",2080.336571,"[('0', 11), ('1', 11), ('2', 8), ('3', 6)]",30,36,"[0, 1, 2, 3, 4, 3]",False,"['real_weights_sum:30 != placed_weights_sum:36; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.050000
19,0.900000,0.001000,"['1', '4', '2', '3', '0', '5']","['1', '4', '2', '3', '0', '5']",2609.313488,"[('0', 14), ('1', 5), ('2', 9), ('3', 6), ('4', 14), ('5', 6)]",42,54,"[2, 4, 3, 1, 0, 0, 5, 2]",False,"['real_weights_sum:42 != placed_weights_sum:54; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.050000
20,1.000000,0.001000,"['1', '4', '3', '5', '2', '6']","['1', '4', '3', '5', '2', '6']",4364.588976,"[('1', 5), ('2', 9), ('3', 5), ('4', 19), ('5', 12), ('6', 4)]",44,54,"[4, 0, 4, 0, 5, 6, 3, 6, 2]",False,"['real_weights_sum:44 != placed_weights_sum:54; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.050000
21,1.450000,0.001000,"['1', '4', '2', '3', '0', '5', '7']","['1', '4', '2', '3', '0', '5', '7']",4463.723183,"[('0', 13), ('1', 16), ('2', 6), ('3', 19), ('4', 8), ('5', 13), ('7', 4)]",52,79,"[6, 7, 1, 4, 3, 0, 2, 3, 1, 6, 7, 5]",False,"['real_weights_sum:52 != placed_weights_sum:79; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.050000
22,1.600000,0.001000,"['1', '4', '8', '3', '5', '2', '6', '7']","['1', '4', '8', '3', '5', '2', '6', '7']",4826.288700,"[('1', 12), ('2', 10), ('3', 18), ('4', 8), ('5', 9), ('6', 9), ('7', 5), ('8', 17)]",64,88,"[5, 6, 2, 8, 2, 7, 8, 1, 0, 3, 5, 3, 7]",False,"['real_weights_sum:64 != placed_weights_sum:88; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.050000
23,2.000000,0.001000,"['9', '1', '4', '8', '2', '3', '0', '5', '6', '7']","['9', '1', '4', '8', '2', '3', '0', '5', '6', '7']",7476.142645,"[('0', 15), ('1', 7), ('2', 7), ('3', 9), ('4', 10), ('5', 8), ('6', 6), ('7', 6), ('8', 6), ('9', 5)]",51,79,"[0, 4, 8, 5, 5, 1, 7, 2, 6, 1, 4, 3, 6, 3, 7]",False,"['real_weights_sum:51 != placed_weights_sum:79; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.050000
24,0.100000,0.001000,"['2', '0']","['2', '0']",1069.732904,"[('0', 7), ('2', 10)]",17,17,"[0, 1, 2]",True,[],0.100000,0.050000
25,0.350000,0.001000,['1'],['1'],1560.004950,"[('1', 10)]",25,10,"[1, 3]",False,['real_weights_sum:25 != placed_weights_sum:10; '],0.100000,0.050000
26,0.600000,0.001000,"['4', '3', '2', '1']","['4', '3', '2', '1']",2077.945232,"[('1', 7), ('2', 8), ('3', 11), ('4', 6)]",32,32,"[3, 2, 1, 4, 0]",False,['Some bins are overfilled; '],0.100000,0.050000
27,0.850000,0.001000,"['1', '4', '2', '5', '0']","['1', '4', '2', '5', '0']",2582.446575,"[('0', 8), ('1', 15), ('2', 17), ('4', 8), ('5', 6)]",46,54,"[1, 3, 5, 1, 4, 2, 0]",False,"['real_weights_sum:46 != placed_weights_sum:54; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.050000
28,1.050000,0.001000,"['1', '2', '3', '0', '6']","['1', '2', '3', '0', '6']",4787.939787,"[('0', 12), ('1', 8), ('2', 10), ('3', 10), ('6', 4)]",40,44,"[3, 4, 4, 1, 6, 2, 6, 2]",False,"['real_weights_sum:40 != placed_weights_sum:44; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.050000
29,1.650000,0.001000,"['1', '4', '3', '5', '0', '6', '7']","['1', '4', '3', '5', '0', '6', '7']",4026.265383,"[('0', 9), ('1', 15), ('3', 5), ('4', 9), ('5', 16), ('6', 10), ('7', 12)]",57,76,"[1, 0, 7, 6, 1, 3, 4, 5, 6, 2, 5]",False,"['real_weights_sum:57 != placed_weights_sum:76; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.050000
30,1.700000,0.001000,"['1', '8', '2', '3', '5', '0', '6', '7']","['1', '8', '2', '3', '5', '0', '6', '7']",5058.695555,"[('0', 9), ('1', 13), ('2', 13), ('3', 13), ('5', 9), ('6', 5), ('7', 9), ('8', 8)]",53,79,"[1, 7, 3, 6, 4, 7, 4, 6, 2, 5, 8, 3, 0]",False,"['real_weights_sum:53 != placed_weights_sum:79; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.050000
31,3.050000,0.001000,"['9', '1', '4', '8', '2', '3', '0', '6', '7']","['9', '1', '4', '8', '2', '3', '0', '6', '7']",6867.565632,"[('0', 14), ('1', 16), ('2', 7), ('3', 9), ('4', 9), ('6', 6), ('7', 8), ('8', 21), ('9', 15)]",76,105,"[1, 6, 3, 9, 3, 5, 5, 7, 6, 0, 4, 7, 2, 4]",False,"['real_weights_sum:76 != placed_weights_sum:105; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.050000
32,0.200000,0.001000,"['0', '1']","['0', '1']",1064.644814,"[('0', 7), ('1', 11)]",18,18,"[1, 0, 2]",False,['Some bins are overfilled; '],0.100000,0.050000
33,0.250000,0.001000,"['2', '3', '0']","['2', '3', '0']",1547.000170,"[('0', 5), ('2', 8), ('3', 10)]",23,23,"[2, 1, 0, 3]",True,[],0.100000,0.050000
34,0.450000,0.001000,"['2', '4', '0']","['2', '4', '0']",2093.806028,"[('0', 12), ('2', 10), ('4', 9)]",31,31,"[2, 3, 0, 4, 1]",False,['Some bins are overfilled; '],0.100000,0.050000
35,1.000000,0.001000,"['2', '4', '0', '1']","['2', '4', '0', '1']",3014.080048,"[('0', 11), ('1', 17), ('2', 12), ('4', 15)]",40,55,"[1, 5, 2, 3, 0, 4, 3, 5]",False,"['real_weights_sum:40 != placed_weights_sum:55; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.050000
36,1.100000,0.001000,"['4', '2', '3', '0', '5', '6']","['4', '2', '3', '0', '5', '6']",4186.101913,"[('0', 8), ('2', 4), ('3', 6), ('4', 8), ('5', 16), ('6', 18)]",52,60,"[2, 3, 1, 6, 0, 2, 4, 5]",False,"['real_weights_sum:52 != placed_weights_sum:60; ', 'Some bins are overfilled; ', 'Some items are used multiple times.']",0.100000,0.050000
